Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Primary Target,Pathway,Mean Normalized Growth Rate Inhibition Value,Increased Fraction Dead
50211-2,HCC1806,10047-101-1,Pictilisib,0.1,pan PI3K,PI3K/mTOR,0.9245,0.00712
50211-2,HCC1806,10047-101-1,Pictilisib,0.31623,pan PI3K,PI3K/mTOR,0.8997,0.00862
50211-2,HCC1806,10047-101-1,Pictilisib,1.0,pan PI3K,PI3K/mTOR,0.9419,0.01472
50211-2,HCC1806,10047-101-1,Pictilisib,3.1623,pan PI3K,PI3K/mTOR,0.7587,0.01597
50211-2,HCC1806,10047-101-1,Pictilisib,10.0,pan PI3K,PI3K/mTOR,0.1936,0.14595
50211-2,HCC1806,10394-101-1,Ceritinib,0.001,ALK,RTK,1.0121,0.00605
50211-2,HCC1806,10394-101-1,Ceritinib,0.0031623,ALK,RTK,1.0658,-0.00214
50211-2,HCC1806,10394-101-1,Ceritinib,0.01,ALK,RTK,1.0487,0.00015
50211-2,HCC1806,10394-101-1,Ceritinib,0.031623,ALK,RTK,1.0774,-0.00516
50211-2,HCC1806,10394-101-1,Ceritinib,0.1,ALK,RTK,1.0986,-0.00400
50211-2,HCC1806,10394-101-1,Ceritinib,0.31623,ALK,RTK,1.1237,-0.00775
50211-2,HCC1806,10394-101-1,Ceritinib,1.0,ALK,RTK,0.8590,0.02331
50211-2,HCC1806,10394-101-1,Ceritinib,3.1623,ALK,RTK,0.1763,0.12321
50211-2,HCC1806,10394-101-1,Ceritinib,10.0,ALK,RTK,-0.4060,0.58043
50211-2,HCC1806,10018-101-1,Neratinib,0.00031623,EGFR/HER2,RTK,1.0684,0.00476
50211-2,HCC1806,10018-101-1,Neratinib,0.001,EGFR/HER2,RTK,1.0533,-0.00088
50211-2,HCC1806,10018-101-1,Neratinib,0.0031623,EGFR/HER2,RTK,1.0102,0.00509
50211-2,HCC1806,10018-101-1,Neratinib,0.01,EGFR/HER2,RTK,0.9959,0.01677
50211-2,HCC1806,10018-101-1,Neratinib,0.031623,EGFR/HER2,RTK,0.8990,0.02920
50211-2,HCC1806,10018-101-1,Neratinib,0.1,EGFR/HER2,RTK,0.7682,0.05014
50211-2,HCC1806,10018-101-1,Neratinib,0.31623,EGFR/HER2,RTK,0.7026,0.06151
50211-2,HCC1806,10018-101-1,Neratinib,1.0,EGFR/HER2,RTK,0.5513,0.07881
50211-2,HCC1806,10018-101-1,Neratinib,3.1623,EGFR/HER2,RTK,-0.0883,0.43583
50211-2,HCC1806,10131-101-1,Tivantinib,0.001,MET,RTK,1.0293,0.00356
50211-2,HCC1806,10131-101-1,Tivantinib,0.0031623,MET,RTK,0.9997,0.00401
50211-2,HCC1806,10131-101-1,Tivantinib,0.01,MET,RTK,1.0496,-0.00152
50211-2,HCC1806,10131-101-1,Tivantinib,0.031623,MET,RTK,1.0186,0.00130
50211-2,HCC1806,10131-101-1,Tivantinib,0.1,MET,RTK,0.9630,0.00521
50211-2,HCC1806,10131-101-1,Tivantinib,0.31623,MET,RTK,0.3568,0.15622
50211-2,HCC1806,10131-101-1,Tivantinib,1.0,MET,RTK,-0.1778,0.49866
50211-2,HCC1806,10131-101-1,Tivantinib,3.1623,MET,RTK,-0.1869,0.48586
50211-2,HCC1806,10131-101-1,Tivantinib,10.0,MET,RTK,-0.2185,0.47523
50211-2,HCC1806,10444-101-1,Cediranib,0.001,VEGFR/cKIT,RTK,0.9923,0.00046
50211-2,HCC1806,10444-101-1,Cediranib,0.0031623,VEGFR/cKIT,RTK,1.0810,-0.01058
50211-2,HCC1806,10444-101-1,Cediranib,0.01,VEGFR/cKIT,RTK,1.0401,0.00080
50211-2,HCC1806,10444-101-1,Cediranib,0.031623,VEGFR/cKIT,RTK,0.9721,0.00716
50211-2,HCC1806,10444-101-1,Cediranib,0.1,VEGFR/cKIT,RTK,0.9983,0.00263
50211-2,HCC1806,10444-101-1,Cediranib,0.31623,VEGFR/cKIT,RTK,0.9459,0.01658
50211-2,HCC1806,10444-101-1,Cediranib,1.0,VEGFR/cKIT,RTK,1.0383,0.00958
50211-2,HCC1806,10444-101-1,Cediranib,3.1623,VEGFR/cKIT,RTK,0.8954,0.02498
50211-2,HCC1806,10444-101-1,Cediranib,10.0,VEGFR/cKIT,RTK,0.0954,0.27518
50211-2,HCC1806,10194-106-1,Cabozantinib,0.001,VEGFR2/MET,RTK,1.0034,0.00114
50211-2,HCC1806,10194-106-1,Cabozantinib,0.0031623,VEGFR2/MET,RTK,0.9662,0.00320
50211-2,HCC1806,10194-106-1,Cabozantinib,0.01,VEGFR2/MET,RTK,1.0074,0.00021
50211-2,HCC1806,10194-106-1,Cabozantinib,0.031623,VEGFR2/MET,RTK,1.0527,-0.00144
50211-2,HCC1806,10194-106-1,Cabozantinib,0.1,VEGFR2/MET,RTK,1.0055,0.00116
50211-2,HCC1806,10194-106-1,Cabozantinib,0.31623,VEGFR2/MET,RTK,1.0807,-0.00645
50211-2,HCC1806,10194-106-1,Cabozantinib,1.0,VEGFR2/MET,RTK,1.0440,0.00245
50211-2,HCC1806,10194-106-1,Cabozantinib,3.1623,VEGFR2/MET,RTK,1.1649,-0.01665
50211-2,HCC1806,10194-106-1,Cabozantinib,10.0,VEGFR2/MET,RTK,0.6905,0.06098
50238-2,Hs 578T,10390-103-1,Abemaciclib,0.001,CDK4/6,Cell cycle,0.9336,0.00408
50238-2,Hs 578T,10390-103-1,Abemaciclib,0.0031623,CDK4/6,Cell cycle,0.7910,0.00854
50238-2,Hs 578T,10390-103-1,Abemaciclib,0.01,CDK4/6,Cell cycle,0.7172,0.02597
50238-2,Hs 578T,10390-103-1,Abemaciclib,0.031623,CDK4/6,Cell cycle,0.5384,0.04538
50238-2,Hs 578T,10390-103-1,Abemaciclib,0.1,CDK4/6,Cell cycle,0.4237,0.07522
50238-2,Hs 578T,10390-103-1,Abemaciclib,0.31623,CDK4/6,Cell cycle,0.2917,0.09522
50238-2,Hs 578T,10390-103-1,Abemaciclib,1.0,CDK4/6,Cell cycle,0.2262,0.17140
50238-2,Hs 578T,10390-103-1,Abemaciclib,3.1623,CDK4/6,Cell cycle,-0.2382,0.50027
50238-2,Hs 578T,10390-103-1,Abemaciclib,10.0,CDK4/6,Cell cycle,-0.5825,0.84364
50238-2,Hs 578T,10071-101-1,Palbociclib,0.00031623,CDK4/6,Cell cycle,1.0302,-0.00544
50238-2,Hs 578T,10071-101-1,Palbociclib,0.001,CDK4/6,Cell cycle,0.9864,0.00720
50238-2,Hs 578T,10071-101-1,Palbociclib,0.0031623,CDK4/6,Cell cycle,0.9286,0.00241
50238-2,Hs 578T,10071-101-1,Palbociclib,0.01,CDK4/6,Cell cycle,0.7655,0.01515
50238-2,Hs 578T,10071-101-1,Palbociclib,0.031623,CDK4/6,Cell cycle,0.6661,0.01800
50238-2,Hs 578T,10071-101-1,Palbociclib,0.1,CDK4/6,Cell cycle,0.5601,0.04580
50238-2,Hs 578T,10071-101-1,Palbociclib,0.31623,CDK4/6,Cell cycle,0.4560,0.05357
50238-2,Hs 578T,10071-101-1,Palbociclib,1.0,CDK4/6,Cell cycle,0.4135,0.07460
50238-2,Hs 578T,10071-101-1,Palbociclib,3.1623,CDK4/6,Cell cycle,0.3049,0.11532
50238-2,Hs 578T,10006-101-1,AZD7762,0.001,CHK1/2,Cell cycle,1.0689,0.00507
50238-2,Hs 578T,10006-101-1,AZD7762,0.0031623,CHK1/2,Cell cycle,1.0447,0.01452
50238-2,Hs 578T,10006-101-1,AZD7762,0.01,CHK1/2,Cell cycle,0.6953,0.13036
50238-2,Hs 578T,10006-101-1,AZD7762,0.031623,CHK1/2,Cell cycle,0.0494,0.38164
50238-2,Hs 578T,10006-101-1,AZD7762,0.1,CHK1/2,Cell cycle,-0.2235,0.57267
50238-2,Hs 578T,10006-101-1,AZD7762,0.31623,CHK1/2,Cell cycle,-0.1923,0.55069
50238-2,Hs 578T,10006-101-1,AZD7762,1.0,CHK1/2,Cell cycle,-0.1765,0.54208
50238-2,Hs 578T,10006-101-1,AZD7762,3.1623,CHK1/2,Cell cycle,-0.3399,0.65876
50238-2,Hs 578T,10006-101-1,AZD7762,10.0,CHK1/2,Cell cycle,-0.5983,0.86377
50238-2,Hs 578T,10387-101-1,Volasertib,0.0001,PLK,Cell cycle,0.9564,-0.00165
50238-2,Hs 578T,10387-101-1,Volasertib,0.00031623,PLK,Cell cycle,0.9663,0.00418
50238-2,Hs 578T,10387-101-1,Volasertib,0.001,PLK,Cell cycle,0.9608,0.01359
50238-2,Hs 578T,10387-101-1,Volasertib,0.0031623,PLK,Cell cycle,0.2994,0.18889
50238-2,Hs 578T,10387-101-1,Volasertib,0.01,PLK,Cell cycle,-0.2484,0.51390
50238-2,Hs 578T,10387-101-1,Volasertib,0.031623,PLK,Cell cycle,-0.2839,0.59291
50238-2,Hs 578T,10387-101-1,Volasertib,0.1,PLK,Cell cycle,-0.2776,0.57923
50238-2,Hs 578T,10387-101-1,Volasertib,0.31623,PLK,Cell cycle,-0.3123,0.59818
50238-2,Hs 578T,10387-101-1,Volasertib,1.0,PLK,Cell cycle,-0.2818,0.51440
50238-2,Hs 578T,10287-101-2,Dinaciclib,0.0001,pan CDK,Cell cycle,0.9649,0.00169
50238-2,Hs 578T,10287-101-2,Dinaciclib,0.00031623,pan CDK,Cell cycle,1.0174,-0.00324
50238-2,Hs 578T,10287-101-2,Dinaciclib,0.001,pan CDK,Cell cycle,0.9941,0.00162
50238-2,Hs 578T,10287-101-2,Dinaciclib,0.0031623,pan CDK,Cell cycle,0.9971,0.00912
50238-2,Hs 578T,10287-101-2,Dinaciclib,0.01,pan CDK,Cell cycle,0.3304,0.18325
50238-2,Hs 578T,10287-101-2,Dinaciclib,0.031623,pan CDK,Cell cycle,-0.2142,0.42143
50238-2,Hs 578T,10287-101-2,Dinaciclib,0.1,pan CDK,Cell cycle,-0.1968,0.43656
50238-2,Hs 578T,10287-101-2,Dinaciclib,0.31623,pan CDK,Cell cycle,-0.2194,0.42321
50238-2,Hs 578T,10287-101-2,Dinaciclib,1.0,pan CDK,Cell cycle,-0.2388,0.43506
50238-2,Hs 578T,10245-999-4,Cisplatin,0.0010833,Chemo,Chemotherapy,1.0006,0.00041
50238-2,Hs 578T,10245-999-4,Cisplatin,0.0033333,Chemo,Chemotherapy,0.9561,0.00052
50238-2,Hs 578T,10245-999-4,Cisplatin,0.01,Chemo,Chemotherapy,0.9522,0.00122
50238-2,Hs 578T,10245-999-4,Cisplatin,0.031667,Chemo,Chemotherapy,0.9790,-0.00069
50238-2,Hs 578T,10245-999-4,Cisplatin,0.1,Chemo,Chemotherapy,0.9507,0.00042
50238-2,Hs 578T,10245-999-4,Cisplatin,0.31623,Chemo,Chemotherapy,0.8896,0.01779
50238-2,Hs 578T,10245-999-4,Cisplatin,1.0,Chemo,Chemotherapy,0.6854,0.09785
50238-2,Hs 578T,10245-999-4,Cisplatin,3.1623,Chemo,Chemotherapy,0.2165,0.35450
50238-2,Hs 578T,10245-999-4,Cisplatin,10.0,Chemo,Chemotherapy,0.0125,0.36491
50238-2,Hs 578T,10248-102-3,Doxorubicin,0.00031623,Chemo,Chemotherapy,0.9514,0.00129
50238-2,Hs 578T,10248-102-3,Doxorubicin,0.001,Chemo,Chemotherapy,0.9053,0.01728
50238-2,Hs 578T,10248-102-3,Doxorubicin,0.0031623,Chemo,Chemotherapy,0.6139,0.11735
50238-2,Hs 578T,10248-102-3,Doxorubicin,0.01,Chemo,Chemotherapy,0.1026,0.34106
50238-2,Hs 578T,10248-102-3,Doxorubicin,0.031623,Chemo,Chemotherapy,0.0095,0.19791
50238-2,Hs 578T,10248-102-3,Doxorubicin,0.1,Chemo,Chemotherapy,-0.0372,0.22098
50238-2,Hs 578T,10248-102-3,Doxorubicin,0.31623,Chemo,Chemotherapy,-0.1066,0.30798
50238-2,Hs 578T,10248-102-3,Doxorubicin,1.0,Chemo,Chemotherapy,-0.1953,0.39971
50238-2,Hs 578T,10248-102-3,Doxorubicin,3.1623,Chemo,Chemotherapy,-0.3466,0.60172
50238-2,Hs 578T,10102-101-4,Taxol,0.0001,Chemo,Chemotherapy,0.6739,0.08314
50238-2,Hs 578T,10102-101-4,Taxol,0.00031623,Chemo,Chemotherapy,0.9477,0.03143
50238-2,Hs 578T,10102-101-4,Taxol,0.001,Chemo,Chemotherapy,0.5186,0.25154
50238-2,Hs 578T,10102-101-4,Taxol,0.0031623,Chemo,Chemotherapy,0.0076,0.46628
50238-2,Hs 578T,10102-101-4,Taxol,0.01,Chemo,Chemotherapy,-0.2629,0.63221
50238-2,Hs 578T,10102-101-4,Taxol,0.031623,Chemo,Chemotherapy,-0.2867,0.66509
50238-2,Hs 578T,10102-101-4,Taxol,0.1,Chemo,Chemotherapy,-0.3681,0.72674
50238-2,Hs 578T,10102-101-4,Taxol,0.31623,Chemo,Chemotherapy,-0.3332,0.70271
50238-2,Hs 578T,10102-101-4,Taxol,1.0,Chemo,Chemotherapy,-0.3752,0.74970
50238-2,Hs 578T,10278-102-2,Topotecan,0.0010833,Topo I,Chemotherapy,0.9689,0.00334
50238-2,Hs 578T,10278-102-2,Topotecan,0.0033333,Topo I,Chemotherapy,0.7199,0.07355
50238-2,Hs 578T,10278-102-2,Topotecan,0.01,Topo I,Chemotherapy,0.0439,0.42958
50238-2,Hs 578T,10278-102-2,Topotecan,0.031667,Topo I,Chemotherapy,-0.0071,0.39115
50238-2,Hs 578T,10278-102-2,Topotecan,0.1,Topo I,Chemotherapy,-0.1242,0.47474
50238-2,Hs 578T,10278-102-2,Topotecan,0.31623,Topo I,Chemotherapy,-0.2287,0.59734
50238-2,Hs 578T,10278-102-2,Topotecan,1.0,Topo I,Chemotherapy,-0.3337,0.69467
50238-2,Hs 578T,10278-102-2,Topotecan,3.1623,Topo I,Chemotherapy,-0.4314,0.78405
50238-2,Hs 578T,10278-102-2,Topotecan,10.0,Topo I,Chemotherapy,-0.4488,0.79649
50238-2,Hs 578T,10250-101-3,Etoposide,0.0010833,Topo II,Chemotherapy,1.0257,0.00293
50238-2,Hs 578T,10250-101-3,Etoposide,0.0033333,Topo II,Chemotherapy,1.0092,-0.00370
50238-2,Hs 578T,10250-101-3,Etoposide,0.01,Topo II,Chemotherapy,0.9941,-0.00216
50238-2,Hs 578T,10250-101-3,Etoposide,0.031667,Topo II,Chemotherapy,1.0041,0.00180
50238-2,Hs 578T,10250-101-3,Etoposide,0.1,Topo II,Chemotherapy,0.9312,0.01527
50238-2,Hs 578T,10250-101-3,Etoposide,0.31623,Topo II,Chemotherapy,0.6522,0.12890
50238-2,Hs 578T,10250-101-3,Etoposide,1.0,Topo II,Chemotherapy,0.0578,0.43655
50238-2,Hs 578T,10250-101-3,Etoposide,3.1623,Topo II,Chemotherapy,-0.0824,0.46428
50238-2,Hs 578T,10250-101-3,Etoposide,10.0,Topo II,Chemotherapy,-0.1361,0.45511
50238-2,Hs 578T,10020-101-1,Dasatinib,0.001,BCR/ABL,MAPK/nRTK,0.9022,-0.00534
50238-2,Hs 578T,10020-101-1,Dasatinib,0.0031623,BCR/ABL,MAPK/nRTK,0.8311,0.00352
50238-2,Hs 578T,10020-101-1,Dasatinib,0.01,BCR/ABL,MAPK/nRTK,0.8314,-0.00124
50238-2,Hs 578T,10020-101-1,Dasatinib,0.031623,BCR/ABL,MAPK/nRTK,0.6216,0.04263
50238-2,Hs 578T,10020-101-1,Dasatinib,0.1,BCR/ABL,MAPK/nRTK,0.1767,0.22807
50238-2,Hs 578T,10020-101-1,Dasatinib,0.31623,BCR/ABL,MAPK/nRTK,-0.0741,0.44684
50238-2,Hs 578T,10020-101-1,Dasatinib,1.0,BCR/ABL,MAPK/nRTK,-0.1708,0.52693
50238-2,Hs 578T,10020-101-1,Dasatinib,3.1623,BCR/ABL,MAPK/nRTK,-0.2270,0.58927
50238-2,Hs 578T,10020-101-1,Dasatinib,10.0,BCR/ABL,MAPK/nRTK,-0.2442,0.58022
50238-2,Hs 578T,10142-101-1,Trametinib,0.0001,MEK,MAPK/nRTK,0.9824,-0.00001
50238-2,Hs 578T,10142-101-1,Trametinib,0.00031623,MEK,MAPK/nRTK,0.8765,0.01406
50238-2,Hs 578T,10142-101-1,Trametinib,0.001,MEK,MAPK/nRTK,0.8052,0.01533
50238-2,Hs 578T,10142-101-1,Trametinib,0.0031623,MEK,MAPK/nRTK,0.6579,0.03630
50238-2,Hs 578T,10142-101-1,Trametinib,0.01,MEK,MAPK/nRTK,0.4273,0.05451
50238-2,Hs 578T,10142-101-1,Trametinib,0.031623,MEK,MAPK/nRTK,0.2528,0.11280
50238-2,Hs 578T,10142-101-1,Trametinib,0.1,MEK,MAPK/nRTK,0.2567,0.12703
50238-2,Hs 578T,10142-101-1,Trametinib,0.31623,MEK,MAPK/nRTK,0.1931,0.13691
50238-2,Hs 578T,10142-101-1,Trametinib,1.0,MEK,MAPK/nRTK,0.2278,0.14455
50238-2,Hs 578T,10032-101-1,Saracatinib,0.001,SRC,MAPK/nRTK,1.0591,-0.00629
50238-2,Hs 578T,10032-101-1,Saracatinib,0.0031623,SRC,MAPK/nRTK,0.9985,0.00293
50238-2,Hs 578T,10032-101-1,Saracatinib,0.01,SRC,MAPK/nRTK,1.0002,0.00528
50238-2,Hs 578T,10032-101-1,Saracatinib,0.031623,SRC,MAPK/nRTK,0.9337,-0.00789
50238-2,Hs 578T,10032-101-1,Saracatinib,0.1,SRC,MAPK/nRTK,0.9009,-0.00001
50238-2,Hs 578T,10032-101-1,Saracatinib,0.31623,SRC,MAPK/nRTK,0.8642,0.00139
50238-2,Hs 578T,10032-101-1,Saracatinib,1.0,SRC,MAPK/nRTK,0.7797,0.01214
50238-2,Hs 578T,10032-101-1,Saracatinib,3.1623,SRC,MAPK/nRTK,0.6283,0.02597
50238-2,Hs 578T,10032-101-1,Saracatinib,10.0,SRC,MAPK/nRTK,0.1890,0.22844
50238-2,Hs 578T,10179-101-1,ABT-737,0.001,Bcl2/XL,Misc,1.0248,-0.00184
50238-2,Hs 578T,10179-101-1,ABT-737,0.0031623,Bcl2/XL,Misc,1.0074,0.00379
50238-2,Hs 578T,10179-101-1,ABT-737,0.01,Bcl2/XL,Misc,1.0474,0.00553
50238-2,Hs 578T,10179-101-1,ABT-737,0.031623,Bcl2/XL,Misc,0.9864,0.00605
50238-2,Hs 578T,10179-101-1,ABT-737,0.1,Bcl2/XL,Misc,1.0131,0.01031
50238-2,Hs 578T,10179-101-1,ABT-737,0.31623,Bcl2/XL,Misc,0.9967,0.00856
50238-2,Hs 578T,10179-101-1,ABT-737,1.0,Bcl2/XL,Misc,0.9567,0.02010
50238-2,Hs 578T,10179-101-1,ABT-737,3.1623,Bcl2/XL,Misc,0.8838,0.03824
50238-2,Hs 578T,10179-101-1,ABT-737,10.0,Bcl2/XL,Misc,0.7755,0.06816
50238-2,Hs 578T,10282-101-2,Vorinostat,0.001,HDAC,Misc,1.0117,0.00084
50238-2,Hs 578T,10282-101-2,Vorinostat,0.0031623,HDAC,Misc,0.9668,-0.00319
50238-2,Hs 578T,10282-101-2,Vorinostat,0.01,HDAC,Misc,1.0665,-0.00223
50238-2,Hs 578T,10282-101-2,Vorinostat,0.031623,HDAC,Misc,1.0296,0.00131
50238-2,Hs 578T,10282-101-2,Vorinostat,0.1,HDAC,Misc,1.0643,-0.00098
50238-2,Hs 578T,10282-101-2,Vorinostat,0.31623,HDAC,Misc,0.9301,0.00606
50238-2,Hs 578T,10282-101-2,Vorinostat,1.0,HDAC,Misc,0.4258,0.10793
50238-2,Hs 578T,10282-101-2,Vorinostat,3.1623,HDAC,Misc,-0.0561,0.35835
50238-2,Hs 578T,10282-101-2,Vorinostat,10.0,HDAC,Misc,-0.1689,0.47589
50238-2,Hs 578T,10161-101-1,Luminespib,0.0001,HSP90,Misc,0.9779,0.00503
50238-2,Hs 578T,10161-101-1,Luminespib,0.00031623,HSP90,Misc,0.9945,-0.00103
50238-2,Hs 578T,10161-101-1,Luminespib,0.001,HSP90,Misc,1.0057,0.00126
50238-2,Hs 578T,10161-101-1,Luminespib,0.0031623,HSP90,Misc,0.5157,0.10357
50238-2,Hs 578T,10161-101-1,Luminespib,0.01,HSP90,Misc,-0.0019,0.36018
50238-2,Hs 578T,10161-101-1,Luminespib,0.031623,HSP90,Misc,-0.1005,0.39767
50238-2,Hs 578T,10161-101-1,Luminespib,0.1,HSP90,Misc,-0.1013,0.39406
50238-2,Hs 578T,10161-101-1,Luminespib,0.31623,HSP90,Misc,-0.1029,0.38298
50238-2,Hs 578T,10161-101-1,Luminespib,1.0,HSP90,Misc,-0.1144,0.41607
50238-2,Hs 578T,10478-102-1,A-1210477,0.001,Mcl-1,Misc,0.9753,-0.00407
50238-2,Hs 578T,10478-102-1,A-1210477,0.0031623,Mcl-1,Misc,1.0209,0.00287
50238-2,Hs 578T,10478-102-1,A-1210477,0.01,Mcl-1,Misc,1.0025,0.00038
50238-2,Hs 578T,10478-102-1,A-1210477,0.031623,Mcl-1,Misc,0.9795,-0.00203
50238-2,Hs 578T,10478-102-1,A-1210477,0.1,Mcl-1,Misc,1.0153,-0.00231
50238-2,Hs 578T,10478-102-1,A-1210477,0.31623,Mcl-1,Misc,1.0063,-0.00376
50238-2,Hs 578T,10478-102-1,A-1210477,1.0,Mcl-1,Misc,1.0188,0.00233
50238-2,Hs 578T,10478-102-1,A-1210477,3.1623,Mcl-1,Misc,1.0615,0.00422
50238-2,Hs 578T,10478-102-1,A-1210477,10.0,Mcl-1,Misc,0.9419,0.00168
50238-2,Hs 578T,10144-101-3,Olaparib,0.001,PARP,Misc,0.9688,0.00632
50238-2,Hs 578T,10144-101-3,Olaparib,0.0031623,PARP,Misc,0.9348,0.00279
50238-2,Hs 578T,10144-101-3,Olaparib,0.01,PARP,Misc,0.9561,0.00056
50238-2,Hs 578T,10144-101-3,Olaparib,0.031623,PARP,Misc,0.9431,0.00496
50238-2,Hs 578T,10144-101-3,Olaparib,0.1,PARP,Misc,0.9896,0.00095
50238-2,Hs 578T,10144-101-3,Olaparib,0.31623,PARP,Misc,0.9272,0.00635
50238-2,Hs 578T,10144-101-3,Olaparib,1.0,PARP,Misc,0.9147,-0.00084
50238-2,Hs 578T,10144-101-3,Olaparib,3.1623,PARP,Misc,0.8308,0.01084
50238-2,Hs 578T,10144-101-3,Olaparib,10.0,PARP,Misc,0.4435,0.05866
50238-2,Hs 578T,10482-114-1,Bleomycin,0.0010833,Radiation,Misc,1.0054,0.00320
50238-2,Hs 578T,10482-114-1,Bleomycin,0.0033333,Radiation,Misc,1.0167,0.00530
50238-2,Hs 578T,10482-114-1,Bleomycin,0.01,Radiation,Misc,0.9680,0.01620
50238-2,Hs 578T,10482-114-1,Bleomycin,0.031667,Radiation,Misc,0.8730,0.04365
50238-2,Hs 578T,10482-114-1,Bleomycin,0.1,Radiation,Misc,0.7363,0.10401
50238-2,Hs 578T,10482-114-1,Bleomycin,0.31623,Radiation,Misc,0.4412,0.23602
50238-2,Hs 578T,10482-114-1,Bleomycin,1.0,Radiation,Misc,0.0948,0.42681
50238-2,Hs 578T,10482-114-1,Bleomycin,3.1623,Radiation,Misc,-0.0733,0.48652
50238-2,Hs 578T,10482-114-1,Bleomycin,10.0,Radiation,Misc,-0.1966,0.56324
50238-2,Hs 578T,10338-101-1,Ipatasertib,0.001,AKT,PI3K/mTOR,0.9300,0.00230
50238-2,Hs 578T,10338-101-1,Ipatasertib,0.0031623,AKT,PI3K/mTOR,0.9722,-0.00367
50238-2,Hs 578T,10338-101-1,Ipatasertib,0.01,AKT,PI3K/mTOR,0.9359,0.00166
50238-2,Hs 578T,10338-101-1,Ipatasertib,0.031623,AKT,PI3K/mTOR,0.8534,-0.00386
50238-2,Hs 578T,10338-101-1,Ipatasertib,0.1,AKT,PI3K/mTOR,0.7471,0.00023
50238-2,Hs 578T,10338-101-1,Ipatasertib,0.31623,AKT,PI3K/mTOR,0.6874,0.00323
50238-2,Hs 578T,10338-101-1,Ipatasertib,1.0,AKT,PI3K/mTOR,0.5990,0.01091
50238-2,Hs 578T,10338-101-1,Ipatasertib,3.1623,AKT,PI3K/mTOR,0.5525,0.03059
50238-2,Hs 578T,10338-101-1,Ipatasertib,10.0,AKT,PI3K/mTOR,0.4423,0.04240
50238-2,Hs 578T,10233-101-1,Alpelisib,0.001,PI3Ka,PI3K/mTOR,1.0185,0.00314
50238-2,Hs 578T,10233-101-1,Alpelisib,0.0031623,PI3Ka,PI3K/mTOR,0.9626,0.00354
50238-2,Hs 578T,10233-101-1,Alpelisib,0.01,PI3Ka,PI3K/mTOR,0.9950,0.00318
50238-2,Hs 578T,10233-101-1,Alpelisib,0.031623,PI3Ka,PI3K/mTOR,0.9691,0.00079
50238-2,Hs 578T,10233-101-1,Alpelisib,0.1,PI3Ka,PI3K/mTOR,0.9449,-0.00022
50238-2,Hs 578T,10233-101-1,Alpelisib,0.31623,PI3Ka,PI3K/mTOR,0.9224,0.00125
50238-2,Hs 578T,10233-101-1,Alpelisib,1.0,PI3Ka,PI3K/mTOR,0.9027,0.00200
50238-2,Hs 578T,10233-101-1,Alpelisib,3.1623,PI3Ka,PI3K/mTOR,0.8050,0.00474
50238-2,Hs 578T,10233-101-1,Alpelisib,10.0,PI3Ka,PI3K/mTOR,0.5308,0.03847
50238-2,Hs 578T,10445-101-1,Taselisib,0.001,"PI3Ka, g, d",PI3K/mTOR,0.9919,-0.00406
50238-2,Hs 578T,10445-101-1,Taselisib,0.0031623,"PI3Ka, g, d",PI3K/mTOR,0.9590,0.00254
50238-2,Hs 578T,10445-101-1,Taselisib,0.01,"PI3Ka, g, d",PI3K/mTOR,0.8643,0.00072
50238-2,Hs 578T,10445-101-1,Taselisib,0.031623,"PI3Ka, g, d",PI3K/mTOR,0.7712,0.03174
50238-2,Hs 578T,10445-101-1,Taselisib,0.1,"PI3Ka, g, d",PI3K/mTOR,0.6676,0.02504
50238-2,Hs 578T,10445-101-1,Taselisib,0.31623,"PI3Ka, g, d",PI3K/mTOR,0.6222,0.04133
50238-2,Hs 578T,10445-101-1,Taselisib,1.0,"PI3Ka, g, d",PI3K/mTOR,0.3930,0.09481
50238-2,Hs 578T,10445-101-1,Taselisib,3.1623,"PI3Ka, g, d",PI3K/mTOR,0.2467,0.13162
50238-2,Hs 578T,10445-101-1,Taselisib,10.0,"PI3Ka, g, d",PI3K/mTOR,-0.0179,0.33693
50238-2,Hs 578T,10171-101-1,TGX221,0.001,PI3Kb,PI3K/mTOR,1.0290,0.00147
50238-2,Hs 578T,10171-101-1,TGX221,0.0031623,PI3Kb,PI3K/mTOR,0.9868,0.00622
50238-2,Hs 578T,10171-101-1,TGX221,0.01,PI3Kb,PI3K/mTOR,0.9550,0.00661
50238-2,Hs 578T,10171-101-1,TGX221,0.031623,PI3Kb,PI3K/mTOR,0.9501,0.00501
50238-2,Hs 578T,10171-101-1,TGX221,0.1,PI3Kb,PI3K/mTOR,0.9809,0.00353
50238-2,Hs 578T,10171-101-1,TGX221,0.31623,PI3Kb,PI3K/mTOR,0.9410,0.00460
50238-2,Hs 578T,10171-101-1,TGX221,1.0,PI3Kb,PI3K/mTOR,0.9413,0.01108
50238-2,Hs 578T,10171-101-1,TGX221,3.1623,PI3Kb,PI3K/mTOR,0.8410,0.01441
50238-2,Hs 578T,10171-101-1,TGX221,10.0,PI3Kb,PI3K/mTOR,0.7094,0.03977
50238-2,Hs 578T,10080-101-1,Torin2,0.0001,mTOR/ATM/ATR,PI3K/mTOR,1.0888,0.00475
50238-2,Hs 578T,10080-101-1,Torin2,0.00031623,mTOR/ATM/ATR,PI3K/mTOR,0.9607,0.00174
